Outputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKPRN,Institution,MainPanel,uoaId,UnitOfAssessment,msubId,MultipleSubmission,JointSubmission,OutputTypeId,Title,Place,Publisher,VolumeTitle,Volume,Issue,FirstPage,ArticleNumber,ISBN,ISSN,DOI,PatentNumber,Year,URL,NumberOfAdditionalAuthors,IsForeignLanguageOutput,IsInterdisciplinary,ProposeDoubleWeighting,ResearchGroup,CitationsApplicable,CitedByCount,CrossReferToUoa
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Institution code (UKPRN),Institution name,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Output type,Title,Place,Publisher,Volume title,Volume,Issue,First page,Article number,ISBN,ISSN,DOI,Patent number,Year,URL,Number of additional authors,Non-english,Interdisciplinary,Proposed double-weighted,Research group,Citations applicable,Citation count,Cross- referral requested
10007850,University of Bath,B,9,Physics, ,,,D,Depletion potentials in highly size-asymmetric binary hard-sphere mixtures: comparison of simulation results with theory,,,Physical Review E,84,6,,061136,,1539-3755,10.1103/PhysRevE.84.061136,,2011,http://dx.doi.org/10.1103/PhysRevE.84.061136,3,,,,Condensed matter theory,Yes,5,
10007850,University of Bath,B,9,Physics, ,,,D,Dipolar spin waves of lateral magnetic superlattices,,,Physical Review B,82,22,,224417,,1098-0121,10.1103/PhysRevB.82.224417,,2010,http://dx.doi.org/10.1103/PhysRevB.82.224417,4,,,,Nanoscience,Yes,4,
10007850,University of Bath,B,9,Physics, ,,,D,Direct measurement of the spatial-spectral structure of waveguided parametric down-conversion,,,Physical Review Letters,103,23,,233901,,0031-9007,10.1103/PhysRevLett.103.233901,,2009,http://dx.doi.org/10.1103/PhysRevLett.103.233901,3,,,,Fibre & waveguide photonics,Yes,18,
10007850,University of Bath,B,9,Physics, ,,,D,Direct observation of electron capture and reemission by the divacancy via charge transient positron spectroscopy,,,Physical Review Letters,110,13,,136401,,0031-9007,10.1103/PhysRevLett.110.136401,,2013,http://dx.doi.org/10.1103/PhysRevLett.110.136401,4,,,,Nanoscience,Yes,0,
10007850,University of Bath,B,9,Physics, ,,,D,Does supramolecular ordering influence exciton transport in conjugated systems? Insight from atomistic simulations,,,Chemical Science,2,6,1025,,,2041-6520,10.1039/c0sc00467g,,2011,http://dx.doi.org/10.1039/c0sc00467g,5,,,,Condensed matter theory,Yes,9,
10007850,University of Bath,B,9,Physics, ,,,D,Dual band terahertz waveguiding on a planar metal surface patterned with annular holes,,,Applied Physics Letters,96,1,,011101,,0003-6951,10.1063/1.3276545,,2010,http://dx.doi.org/10.1063/1.3276545,7,,,,Nanoscience,Yes,10,
10007850,University of Bath,B,9,Physics, ,,,D,"Dye-sensitized solar cells based on oriented TiO2 nanotube arrays: transport, trapping, and transfer of electrons",,,Journal of the American Chemical Society,130,40,13364,,,0002-7863,10.1021/ja804852z,,2008,http://dx.doi.org/10.1021/ja804852z,4,,,,Condensed matter theory,Yes,362,
10007850,University of Bath,B,9,Physics, ,,,D,Dynamic order-disorder in atomistic models of structural glass formers,,,Science,323,5919,1309,,,0036-8075,10.1126/science.1166665,,2009,http://dx.doi.org/10.1126/science.1166665,3,,,,Condensed matter theory,Yes,86,
10007850,University of Bath,B,9,Physics, ,,,D,Electromagnetically induced transparency in acetylene molecules with counterpropagating beams in V and ? schemes,,,Applied Physics Letters,94,14,,141103,,0003-6951,10.1063/1.3115143,,2009,http://dx.doi.org/10.1063/1.3115143,4,,,,Condensed matter theory,Yes,10,
10007850,University of Bath,B,9,Physics, ,,,D,Electronic excitation in atomic adsorption on metals: a comparison of ab initio and model calculations,,,Surface Science,602,6,1212,,,0039-6028,10.1016/j.susc.2008.01.026,,2008,http://dx.doi.org/10.1016/j.susc.2008.01.026,3,,,,Condensed matter theory,Yes,17,
10007850,University of Bath,B,9,Physics, ,,,D,"Encapsulated inorganic nanostructures: A route to sizable modulated, noncovalent, on-tube potentials in carbon nanotubes",,,ACS Nano,5,4,2559,,,1936-0851,10.1021/nn102189w,,2011,http://dx.doi.org/10.1021/nn102189w,5,,,,Nanoscience,Yes,7,
10007850,University of Bath,B,9,Physics, ,,,D,Field-tuneable diamagnetism in ferromagnetic-superconducting core-shell structures,,,Advanced Functional Materials,21,10,1874,,,1616-301X,10.1002/adfm.201100063,,2011,http://dx.doi.org/10.1002/adfm.201100063,6,,,,Nanoscience,Yes,2,
10007850,University of Bath,B,9,Physics, ,,,D,Finite-temperature critical point of a glass transition,,,Proceedings of the National Academy of Sciences of the United States of America,107,29,12793,,,0027-8424,10.1073/pnas.1006306107,,2010,http://dx.doi.org/10.1073/pnas.1006306107,3,,,,Condensed matter theory,Yes,19,
10007850,University of Bath,B,9,Physics, ,,,D,First-order dynamical phase transition in models of glasses: an approach based on ensembles of histories,,,Journal of Physics A: Mathematical and Theoretical,42,7,,075007,,1751-8113,10.1088/1751-8113/42/7/075007,,2009,http://dx.doi.org/10.1088/1751-8113/42/7/075007,5,,,,Condensed matter theory,Yes,19,
10007850,University of Bath,B,9,Physics, ,,,D,Heralded generation of ultrafast single photons in pure quantum states,,,Physical Review Letters,100,13,,133601,,0031-9007,10.1103/PhysRevLett.100.133601,,2008,http://dx.doi.org/10.1103/PhysRevLett.100.133601,6,,,,Fibre & waveguide photonics,Yes,152,
10007850,University of Bath,B,9,Physics, ,,,D,Highly confined guiding of terahertz surface plasmon polaritons on structured metal surfaces,,,Nature Photonics,2,3,175,,,1749-4885,10.1038/nphoton.2007.301,,2008,http://dx.doi.org/10.1038/nphoton.2007.301,5,,,,Nanoscience,Yes,140,
10007850,University of Bath,B,9,Physics, ,,,D,Impact of valley polarization on the resistivity in two dimensions,,,Physical Review Letters,106,19,,196403,,0031-9007,10.1103/PhysRevLett.106.196403,,2011,http://dx.doi.org/10.1103/PhysRevLett.106.196403,6,,,,Nanoscience,Yes,3,
10007850,University of Bath,B,9,Physics, ,,,D,Interaction-driven spectrum reconstruction in bilayer graphene,,,Science,333,6044,860,,,0036-8075,10.1126/science.1208683,,2011,http://www.scopus.com/inward/record.url?partnerID=yv4JPVwI&eid=2-s2.0-80051603735&md5=9029004c7e87ce44f5cf821c0d43ad9a,10,,,,Nanoscience,Yes,94,
10007850,University of Bath,B,9,Physics, ,,,D,Light scattering by a finite obstacle and fano resonances,,,Physical Review Letters,100,4,,043903,,0031-9007,10.1103/PhysRevLett.100.043903,,2008,http://dx.doi.org/10.1103/PhysRevLett.100.043903,4,,,,Fibre & waveguide photonics,Yes,43,
10007850,University of Bath,B,9,Physics, ,,,D,Liquid-liquid phase transition in supercooled yttria-alumina,,,Physical Review Letters,103,22,,225702,,0031-9007,10.1103/PhysRevLett.103.225702,,2009,http://dx.doi.org/10.1103/PhysRevLett.103.225702,6,,,,Nanoscience,Yes,13,
10007850,University of Bath,B,9,Physics, ,,,D,Low loss silica hollow core fibers for 3–4 ?m spectral region,,,Optics Express,20,10,11153,,,1094-4087,10.1364/OE.20.011153,,2012,http://dx.doi.org/10.1364/OE.20.011153,2,,,,Fibre & waveguide photonics,Yes,17,
10007850,University of Bath,B,9,Physics, ,,,D,Magnetization measurements and Ginzburg-Landau simulations of micron-size ?-tin samples: evidence for an unusual critical behavior of mesoscopic type-I superconductors,,,Physical Review Letters,109,19,,197003,,0031-9007,10.1103/PhysRevLett.109.197003,,2012,http://dx.doi.org/10.1103/PhysRevLett.109.197003,4,,,,Nanoscience,Yes,2,
10007850,University of Bath,B,9,Physics, ,,,D,Metallic behaviour in SOI quantum wells with strong intervalley scattering,,,Scientific Reports,3,,,2011,,2045-2322,10.1038/srep02011,,2013,http://dx.doi.org/10.1038/srep02011,5,,,,Nanoscience,Yes,0,
10007850,University of Bath,B,9,Physics, ,,,D,Metallic mode confinement in microstructured fibres,,,Optics Express,16,9,5983,,,1094-4087,10.1364/OE.16.005983,,2008,http://dx.doi.org/10.1364/OE.16.005983,5,,,,Condensed matter theory,Yes,39,
10007850,University of Bath,B,9,Physics, ,,,D,Multicolor quantum metrology with entangled photons,,,Physical Review Letters,111,9,,093603,,0031-9007,10.1103/PhysRevLett.111.093603,,2013,http://dx.doi.org/10.1103/PhysRevLett.111.093603,5,,,,Fibre & waveguide photonics,Yes,0,
10007850,University of Bath,B,9,Physics, ,,,D,Narrowband high-fidelity all-fibre source of heralded single photons at 1570 nm,,,Optics Express,17,8,6156,,,1094-4087,10.1364/OE.17.006156,,2009,http://dx.doi.org/10.1364/OE.17.006156,5,,,,Fibre & waveguide photonics,Yes,26,
10007850,University of Bath,B,9,Physics, ,,,D,Network topology and the fragility of tetrahedral glass-forming liquids,,,Physical Review Letters,103,15,,157801,,0031-9007,10.1103/PhysRevLett.103.157801,,2009,http://dx.doi.org/ 10.1103/PhysRevLett.103.157801,1,,,,Nanoscience,Yes,22,
10007850,University of Bath,B,9,Physics, ,,,D,Noise-controlled signal transmission in a multithread semiconductor neuron,,,Physical Review Letters,102,22,,226802,,0031-9007,10.1103/PhysRevLett.102.226802,,2009,http://dx.doi.org/10.1103/PhysRevLett.102.226802,5,,,,Nanoscience,Yes,16,
10007850,University of Bath,B,9,Physics, ,,,D,Nonclassical 2-photon interference with separate intrinsically narrowband fibre sources,,,Optics Express,17,6,4670,,,1094-4087,10.1364/OE.17.004670,,2009,http://dx.doi.org/10.1364/OE.17.004670,6,,,,Fibre & waveguide photonics,Yes,45,
10007850,University of Bath,B,9,Physics, ,,,D,Nonlocal desorption of chlorobenzene molecules from the Si(111)-(7×7) surface by charge injection from the tip of a scanning tunneling microscope: remote control of atomic manipulation,,,Physical Review Letters,105,4,,048301,,0031-9007,10.1103/PhysRevLett.105.048301,,2010,http://dx.doi.org/10.1103/PhysRevLett.105.048301,2,,,,Nanoscience,Yes,9,
10007850,University of Bath,B,9,Physics, ,,,D,Observation of bright solitons in a semiconductor microcavity,,,Nature Photonics,6,1,50,,,1749-4885,10.1038/NPHOTON.2011.267,,2012,http://arxiv.org/abs/1109.1962,9,,,,Fibre & waveguide photonics,Yes,26,
10007850,University of Bath,B,9,Physics, ,,,D,Optical energies of AlInN epilayers,,,Journal of Applied Physics,103,7,,073510,,0021-8979,10.1063/1.2898533,,2008,http://dx.doi.org/10.1063/1.2898533,12,,,,Nanoscience,Yes,28,
10007850,University of Bath,B,9,Physics, ,,,D,Over 4000 nm bandwidth of mid-IR supercontinuum generation in sub-centimeter segments of highly nonlinear tellurite PCFs,,,Optics Express,16,10,7161,,,1094-4087,10.1364/OE.16.007161,,2008,http://dx.doi.org/10.1364/OE.16.007161,7,,,,Fibre & waveguide photonics,Yes,152,
10007850,University of Bath,B,9,Physics, ,,,D,Oxygen as a site specific probe of the structure of water and oxide materials,,,Physical Review Letters,107,14,,145501,,0031-9007,10.1103/PhysRevLett.107.145501,,2011,http://dx.doi.org/10.1103/PhysRevLett.107.145501,7,,,,Nanoscience,Yes,12,
10007850,University of Bath,B,9,Physics, ,,,D,Pauli-spin-blockade transport through a silicon double quantum dot,,,Physical Review B,77,7,,073310,,1098-0121,10.1103/PhysRevB.77.073310,,2008,http://dx.doi.org/10.1103/PhysRevB.77.073310,6,,,,Nanoscience,Yes,65,
10007850,University of Bath,B,9,Physics, ,,,D,Phase behavior of polydisperse spheres: Simulation strategies and an application to the freezing transition,,,Journal of Chemical Physics,133,22,,224102,,0021-9606,10.1063/1.3510534,,2010,http://dx.doi.org/10.1063/1.3510534,1,,,,Condensed matter theory,Yes,6,
10007850,University of Bath,B,9,Physics, ,,,D,Photons walking the line: a quantum walk with adjustable coin operations,,,Physical Review Letters,104,5,,050502,,0031-9007,10.1103/PhysRevLett.104.050502,,2010,http://dx.doi.org/10.1103/PhysRevLett.104.050502,7,,,,Fibre & waveguide photonics,Yes,67,
10007850,University of Bath,B,9,Physics, ,,,D,Polarized supercontinuum in birefringent photonic crystal fibre pumped at 1064 nm and application to tuneable visible/UV generation,,,Optics Express,16,4,2438,,,1094-4087,10.1364/OE.16.002438,,2008,http://dx.doi.org/10.1364/OE.16.002438,1,,,,Fibre & waveguide photonics,Yes,34,
10007850,University of Bath,B,9,Physics, ,,,D,Preparation and relaxation of very stable glassy states of a simulated liquid,,,Physical Review Letters,107,27,,275702,,0031-9007,10.1103/PhysRevLett.107.275702,,2011,http://dx.doi.org/10.1103/PhysRevLett.107.275702,3,,,,Condensed matter theory,Yes,9,
10007850,University of Bath,B,9,Physics, ,,,D,Pressure sensing and electronic amplification with functionalized graphite silicone composite,,,Advanced Functional Materials,n/a,,n/a,,,1616-301X,10.1002/adfm.201300519,,2013,http://dx.doi.org/10.1002/adfm.201300519,3,,,,Nanoscience,Yes,0,
10007850,University of Bath,B,9,Physics, ,,,D,Raman-scattering measurements and first-principles calculations of strain-induced phonon shifts in monolayer MoS2,,,Physical Review B,87,8,,081307,,1098-0121,10.1103/PhysRevB.87.081307,,2013,http://dx.doi.org/10.1103/PhysRevB.87.081307,7,,,,Nanoscience,Yes,12,
10007850,University of Bath,B,9,Physics, ,,,D,"Rapid simulation of protein motion: merging flexibility, rigidity and normal mode analyses",,,Physical Biology,9,1,,016008,,1478-3967,10.1088/1478-3975/9/1/016008,,2012,http://www.scopus.com/inward/record.url?partnerID=yv4JPVwI&eid=2-s2.0-84856954623&md5=85ee9dc2cace434b59ff36479693d845,3,,,,Condensed matter theory,Yes,4,
10007850,University of Bath,B,9,Physics, ,,,D,Real-time in situ atomic force microscopy imaging of bismuth crystal growth,,,Langmuir,25,19,11228,,,0743-7463,10.1021/la9022536,,2009,http://dx.doi.org/10.1021/la9022536,2,,,,Nanoscience,Yes,5,
10007850,University of Bath,B,9,Physics, ,,,D,Reduced charge transfer exciton recombination in organic semiconductor heterojunctions by molecular doping,,,Physical Review Letters,107,12,,127402,,0031-9007,10.1103/PhysRevLett.107.127402,,2011,http://dx.doi.org/10.1103/PhysRevLett.107.127402,10,,,,Nanoscience,Yes,14,
10007850,University of Bath,B,9,Physics, ,,,D,Repair and stabilization in confined nanoscale systems: inorganic nanowires within single-walled carbon nanotubes,,,Nano Research,5,12,833,,,1998-0124,10.1007/s12274-012-0267-5,,2012,http://dx.doi.org/10.1007/s12274-012-0267-5,3,,,,Nanoscience,Yes,0,
10007850,University of Bath,B,9,Physics, ,,,D,Simulation of loss mechanisms in organic solar cells: a description of the mesoscopic Monte Carlo technique and an evaluation of the first reaction method,,,Journal of Chemical Physics,133,14,,144110,,0021-9606,10.1063/1.3483603,,2010,http://dx.doi.org/10.1063/1.3483603,2,,,,Condensed matter theory,Yes,13,
10007850,University of Bath,B,9,Physics, ,,,D,Site- and energy-selective intramolecular manipulation of polychlorinated biphenyl (PCB) molecules,,,Journal of the American Chemical Society,133,31,11834,,,0002-7863,10.1021/ja202307d,,2011,http://dx.doi.org/10.1021/ja202307d,3,,,,Nanoscience,Yes,2,
10007850,University of Bath,B,9,Physics, ,,,D,Spin and valley polarization dependence of resistivity in two dimensions,,,Physical Review B,88,20,,201301(R),,1098-0121,10.1103/PhysRevB.88.201301,,2013,http://link.aps.org/doi/10.1103/PhysRevB.88.201301,6,,,,Nanoscience,Yes,,
10007850,University of Bath,B,9,Physics, ,,,D,Spin-transfer-torque-assisted domain-wall creep in a Co/Pt multilayer wire,,,Physical Review Letters,104,13,,137205,,0031-9007,10.1103/PhysRevLett.104.137205,,2010,http://link.aps.org/doi/10.1103/PhysRevLett.104.137205,5,,,,Nanoscience,Yes,28,
10007850,University of Bath,B,9,Physics, ,,,D,Stacking-dependent superstructures at stepped armchair interfaces of bilayer/trilayer graphene,,,Applied Physics Letters,102,17,,163111,,0003-6951,10.1063/1.4802796,,2013,http://dx.doi.org/10.1063/1.4802796,2,,,,Nanoscience,Yes,0,
10007850,University of Bath,B,9,Physics, ,,,D,Structural and phase changes in amorphous solid water films revealed by positron beam spectroscopy,,,Physical Review Letters,105,6,,066103,,0031-9007,10.1103/PhysRevLett.105.066103,,2010,http://dx.doi.org/10.1103/PhysRevLett.105.066103,3,,,,Nanoscience,Yes,4,
10007850,University of Bath,B,9,Physics, ,,,D,Structural correlations in the generation of polaron pairs in low-bandgap polymers for photovoltaics,,,Nature Communications,3,,,970,,2041-1723,10.1038/ncomms1967,,2012,http://dx.doi.org/10.1038/ncomms1967,11,,,,Nanoscience,Yes,11,
10007850,University of Bath,B,9,Physics, ,,,D,Structural transformations on vitrification in the fragile glass-forming system CaAl2O4,,,Physical Review Letters,109,23,,235501,,0031-9007,10.1103/PhysRevLett.109.235501,,2012,http://dx.doi.org/10.1103/PhysRevLett.109.235501,6,,,,Nanoscience,Yes,5,
10007850,University of Bath,B,9,Physics, ,,,D,Surface potential variations in graphene induced by nanostructured crystalline ionic substrates,,,Applied Physics Express,5,4,,045103,,1882-0778,10.1143/APEX.5.045103,,2012,http://dx.doi.org/10.1143/APEX.5.045103,4,,,,Nanoscience,Yes,0,
10007850,University of Bath,B,9,Physics, ,,,D,Tailored photon-pair generation in optical fibers,,,Physical Review Letters,102,12,,123603,,0031-9007,10.1103/PhysRevLett.102.123603,,2009,http://dx.doi.org/10.1103/PhysRevLett.102.123603,5,,,,Fibre & waveguide photonics,Yes,53,
10007850,University of Bath,B,9,Physics, ,,,D,Tapered fibers embedded in silica aerogel,,,Optics Letters,34,18,2724,,,0146-9592,10.1364/OL.34.002724,,2009,http://dx.doi.org/10.1364/OL.34.002724,6,,,,Fibre & waveguide photonics,Yes,24,
10007850,University of Bath,B,9,Physics, ,,,D,The interplay of mutations and electronic properties in disease-related genes,,,Scientific Reports,2,,,272,,2045-2322,10.1038/srep00272,,2012,http://www.scopus.com/inward/record.url?partnerID=yv4JPVwI&eid=2-s2.0-84859747140&md5=12934c64104c63c324dd1bb5f5a539ff,4,,Yes,,Condensed matter theory,Yes,1,
10007850,University of Bath,B,9,Physics, ,,,D,The temporal selfish herd: predation risk while aggregations form,,,Proceedings of the Royal Society B: Biological Sciences,278,1705,605,,,0962-8452,10.1098/rspb.2010.1605,,2011,http://dx.doi.org/10.1098/rspb.2010.1605,2,,Yes,,Condensed matter theory,Yes,8,
10007850,University of Bath,B,9,Physics, ,,,D,Transport signatures of pseudomagnetic Landau levels in strained graphene ribbons,,,Physical Review Letters,110,26,,266801,,0031-9007,10.1103/PhysRevLett.110.266801,,2013,http://dx.doi.org/10.1103/PhysRevLett.110.266801,3,,,,Nanoscience,Yes,0,
10007850,University of Bath,B,9,Physics, ,,,D,Tunneling negative differential resistance in a flexible active composite,,,Advanced Materials,23,25,2815,,,0935-9648,10.1002/adma.201100442,,2011,http://dx.doi.org/10.1002/adma.201100442,2,,,,Nanoscience,Yes,1,
10007850,University of Bath,B,9,Physics, ,,,D,Two-dimensional localization of exciton polaritons in microcavities,,,Physical Review Letters,105,7,,073903,,0031-9007,10.1103/PhysRevLett.105.073903,,2010,http://dx.doi.org/10.1103/PhysRevLett.105.073903,3,,,,Fibre & waveguide photonics,Yes,20,
10007850,University of Bath,B,9,Physics, ,,,D,Ultrabroadband polarization analysis of terahertz pulses,,,Optics Express,16,10,7251,,,1094-4087,10.1364/OE.16.007251,,2008,http://dx.doi.org/10.1364/OE.16.007251,1,,,,Nanoscience,Yes,12,
10007850,University of Bath,B,9,Physics, ,,,D,Ultrafast laser inscription of an integrated photonic lantern,,,Optics Express,19,6,5698,,,1094-4087,10.1364/OE.19.005698,,2011,http://dx.doi.org/10.1364/OE.19.005698,4,,,,Fibre & waveguide photonics,Yes,32,
10007850,University of Bath,B,9,Physics, ,,,D,Visibly “white” light generation in uniform photonic crystal fiber using a microchip laser,,,Optics Express,16,4,2670,,,1094-4087,10.1364/OE.16.002670,,2008,http://dx.doi.org/10.1364/OE.16.002670,1,,,,Fibre & waveguide photonics,Yes,110,
10007850,University of Bath,B,9,Physics, ,,,D,Vortex lattices in coherently pumped polariton microcavities,,,Physical Review Letters,104,21,,213903,,0031-9007,10.1103/PhysRevLett.104.213903,,2010,http://dx.doi.org/10.1103/PhysRevLett.104.213903,2,,,,Fibre & waveguide photonics,Yes,4,
10007850,University of Bath,B,9,Physics, ,,,D,Waveguide artefacts in terahertz near field imaging,,,Applied Physics Letters,100,19,,191109,,0003-6951,10.1063/1.4714532,,2012,http://dx.doi.org/10.1063/1.4714532,2,,,,Nanoscience,Yes,2,
10006840,University of Birmingham,B,9,Physics, ,,,D,2^{+} excitation of the ^{12}C Hoyle state,,,Physical Review C,80,4,n/a,041303,,0556-2813,10.1103/PhysRevC.80.041303,,2009,,11,,,,Particle and Nuclear,Yes,,
10006840,University of Birmingham,B,9,Physics, ,,,D,A gravitational wave observatory operating beyond the quantum shot-noise limit,,,Nature Physics,7,12,962,,,1745-2473,10.1038/nphys2083,,2011,,239,,,,Astronomy,Yes,25,
10006840,University of Birmingham,B,9,Physics, ,,,D,A Large Hadron Electron Collider at CERN: Report on the Physics and Design Concepts for Machine and Detector,,,Journal of Physics G: Nuclear and Particle Physics,39,7,075001,,,0954-3899,10.1088/0954-3899/39/7/075001,,2012,,149,,,,Particle and Nuclear,Yes,,
10006840,University of Birmingham,B,9,Physics, ,,,D,A statistically selected Chandra sample of 20 galaxy clusters - II. Gas properties and cool core/non-cool core bimodality,,,Royal Astronomical Society. Monthly Notices,395,2,764,,,0035-8711,10.1111/j.1365-2966.2009.14613.x,,2009,,2,,,,Astronomy,Yes,32,
