Outputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKPRN,Institution,MainPanel,uoaId,UnitOfAssessment,msubId,MultipleSubmission,JointSubmission,OutputTypeId,Title,Place,Publisher,VolumeTitle,Volume,Issue,FirstPage,ArticleNumber,ISBN,ISSN,DOI,PatentNumber,Year,URL,NumberOfAdditionalAuthors,IsForeignLanguageOutput,IsInterdisciplinary,ProposeDoubleWeighting,ResearchGroup,CitationsApplicable,CitedByCount,CrossReferToUoa
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Institution code (UKPRN),Institution name,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Output type,Title,Place,Publisher,Volume title,Volume,Issue,First page,Article number,ISBN,ISSN,DOI,Patent number,Year,URL,Number of additional authors,Non-english,Interdisciplinary,Proposed double-weighted,Research group,Citations applicable,Citation count,Cross- referral requested
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Thermodynamic instability of rotating black holes,,,PHYS REV D,80,2,,024041,,1550-7998,10.1103/PhysRevD.80.024041,,2009,,2,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Tidal dissipation in rotating fluid bodies: a simplified model,,,MON NOT R ASTRON SOC,396,2,794,,,0035-8711,10.1111/j.1365-2966.2009.14814.x,,2009,,0,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Tidal interactions in multi-planet systems,,,Celestial Mechanics and Dynamical Astronomy,111,1-2,83,,,0923-2958,10.1007/s10569-011-9344-4,,2011,,0,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,U,Torus knots and the rational DAHA,,ArXiv,,,,,,,,,,2012,http://arxiv.org/abs/1207.4523v1,3,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,E,Toward Optimal Stratification for Stratified Monte-Carlo Integration.,,,JMLR W&CP,2,28,28,,,,,,2013,http://jmlr.org/proceedings/papers/v28/carpentier13.pdf,1,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Towards an explicit model of D-brane inflation,,,Journal of Cosmology and Astroparticle Physics,2008,1,,ARTN 024,,1475-7516,10.1088/1475-7516/2008/01/024,,2008,,3,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Towards strange metallic holography,,,JOURNAL OF HIGH ENERGY PHYSICS,2010,4,,ARTN 120,,1126-6708,10.1007/JHEP04(2010)120,,2010,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=000277471900012&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=940c5db9f6a527ba8e12659dac275555,3,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Trade-Offs of Chemotactic Foraging in Turbulent Water,,,SCIENCE,338,6107,675,,,0036-8075,10.1126/science.1219417,,2012,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=000310516000055&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=940c5db9f6a527ba8e12659dac275555,1,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Transitive sets and cyclic quadrilaterals,,,Journal of Combinatorics,2,3,457,,,2156-3527,10.4310/JOC.2011.v2.n3.a6,,2011,,2,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Transitive sets in Euclidean Ramsey theory,,,Journal of Combinatorial Theory: Series A,119,2,382,,,0097-3165,10.1016/j.jcta.2011.09.005,,2012,,2,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Triggering turbulence efficiently in plane Couette flow,,,JOURNAL OF FLUID MECHANICS,712,,244,,,0022-1120,10.1017/jfm.2012.417,,2012,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=000311888700011&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=940c5db9f6a527ba8e12659dac275555,2,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Twistor-strings and gravity tree amplitudes,,,CLASSICAL AND QUANTUM GRAVITY,30,7,,ARTN 075020,,0264-9381,10.1088/0264-9381/30/7/075020,,2013,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=000316227500020&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=940c5db9f6a527ba8e12659dac275555,1,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Ultimate Regime of High Rayleigh Number Convection in a Porous Medium,,,PHYSICAL REVIEW LETTERS,108,22,,ARTN 224503,,0031-9007,10.1103/PhysRevLett.108.224503,,2012,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=000304655800005&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=940c5db9f6a527ba8e12659dac275555,2,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,U,Unconditional structures of translates for $L_p(R^d)$,,ArXiv,,,,,,,,,,2012,http://arxiv.org/abs/1209.4619v1,3,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Unconditionally secure bit commitment by transmitting measurement outcomes,,,Physical Review Letters,109,13,,130501,,0031-9007,10.1103/PhysRevLett.109.130501,,2012,,0,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Unconditionally stable schemes for higher order inpainting,,,Communications in Mathematical Sciences,9,2,413,,,1539-6746,10.4310/CMS.2011.v9.n2.a4,,2011,http://www.intlpress.com/CMS/2011/issue9-2/,1,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Uniform central limit theorems for Kernel density estimators,,,PROBAB THEORY REL,141,3-4,333,,,0178-8051,10.1007/s00440-007-0087-9,,2008,,1,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,UNIFORM LIMIT THEOREMS FOR WAVELET DENSITY ESTIMATORS,,,ANN PROBAB,37,4,1605,,,0091-1798,10.1214/08-AOP447,,2009,,1,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Unipotent classes in maximal subgroups of exceptional algebraic groups,,,Journal of Algebra,322,1,270,,,0021-8693,10.1016/j.jalgebra.2009.01.031,,2009,,0,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Universality for bond percolation in two dimensions,,,The Annals of Probability,41,5,3261,,,0091-1798,10.1214/11-AOP740,,2013,,1,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Valuations and dynamic convex risk measures,,,MATHEMATICAL FINANCE,18,1,1,,,0960-1627,10.1111/j.1467-9965.2007.00320.x,,2008,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=000251671400001&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=940c5db9f6a527ba8e12659dac275555,1,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Variable selection with error control: another look at stability selection,,,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,75,,55,,,1369-7412,10.1111/j.1467-9868.2011.01034.x,,2013,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=000314659000004&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=940c5db9f6a527ba8e12659dac275555,1,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Verma modules for Iwasawa algebras are faithful,,,Muenster Journal of Mathematics,n/a,n/a,,n/a,,1867-5778,,,2013,http://wwwmath.uni-muenster.de/mjm/acc.html,1,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Vertical transition in transport and mixing in baroclinic flows,,,J ATMOS SCI,65,4,1137,,,0022-4928,10.1175/2007JAS2236.1,,2008,,1,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Very viscous horizontal convection,,,J FLUID MECH,611,,395,,,0022-1120,10.1017/S0022112008002942,,2008,,2,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Visualizing uncertainty about the future.,,,Science,333,6048,1393,,,1095-9203,10.1126/science.1191181,,2011,,2,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Wall crossing and instantons in compactified gauge theory,,,JOURNAL OF HIGH ENERGY PHYSICS,2010,6,,ARTN 024,,1126-6708,10.1007/JHEP06(2010)024,,2010,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=000279630700024&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=940c5db9f6a527ba8e12659dac275555,2,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Weak convergence of the localized disturbance flow to the coalescing Brownian flow,,,Annals of Probability,n/a,n/a,,n/a,,0091-1798,,,2011,http://arxiv.org/abs/1106.3252,1,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Weak-Strong Uniqueness of Dissipative Measure-Valued Solutions for Polyconvex Elastodynamics,,,Archive for Rational Mechanics and Analysis,205,3,927,,,0003-9527,10.1007/s00205-012-0523-6,,2012,,2,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,WEIGHTED BERGMAN KERNELS ON ORBIFOLDS,,,JOURNAL OF DIFFERENTIAL GEOMETRY,88,1,87,,,0022-040X,,,2011,http://projecteuclid.org/euclid.jdg/1317758870,1,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,"WEIGHTED PROJECTIVE EMBEDDINGS, STABILITY OF ORBIFOLDS, AND CONSTANT SCALAR CURVATURE KAHLER METRICS",,,JOURNAL OF DIFFERENTIAL GEOMETRY,88,1,109,,,0022-040X,,,2011,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=000298728800005&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=940c5db9f6a527ba8e12659dac275555,1,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Well-Posed boundary condition for acoustic liners in straight ducts with flow,,,AIAA Journal,49,6,1272,,,0001-1452,10.2514/1.J050723,,2011,,0,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,What galaxy surveys really measure,,,PHYSICAL REVIEW D,84,6,,ARTN 063505,,1550-7998,10.1103/PhysRevD.84.063505,,2011,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=000294473600002&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=940c5db9f6a527ba8e12659dac275555,1,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,When Does Noise Increase the Quantum Capacity?,,,PHYSICAL REVIEW LETTERS,108,4,,ARTN 040501,,0031-9007,10.1103/PhysRevLett.108.040501,,2012,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=000299826400002&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=940c5db9f6a527ba8e12659dac275555,2,,,,,,,
10007788,University of Cambridge,B,10,Mathematical Sciences, ,,,D,Zero-error channel capacity and simulation assisted by non-local correlations,,,IEEE Transactions on Information Theory,57,8,5509,,,0018-9448,10.1109/TIT.2011.2159047,,2011,,3,,,,,,,
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,Analysis and numerical methods for fractional differential equations with delay,,,Journal of Computational and Applied Mathematics,252,,159,,,03770427,10.1016/j.cam.2012.06.034,,2013,,2,,,,,,,
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,Analytical and numerical investigation of mixed-type functional differential equations,,,Journal of Computational and Applied Mathematics,234,9,2826,,,03770427,10.1016/j.cam.2010.01.028,,2010,,3,,,,,,,
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,Cell line-specific control of recombinant monoclonal antibody production by CHO cells,,,Biotechnology and Bioengineering,106,6,938,,,0006-3592,10.1002/bit.22769,,2010,,7,,Yes,,,,,5
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,Control of translation initiation: a model-based analysis from limited experimental data,,,Journal of the Royal Society Interface,6,30,51,,,1742-5689,10.1098/rsif.2008.0221,,2009,,1,,Yes,,,,,5
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,Development and application of Halanay-type theory: Evolutionary differential and difference equations with time lag,,,Journal of Computational and Applied Mathematics,234,9,2663,,,03770427,10.1016/j.cam.2010.01.027,,2010,,0,,,,,,,
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,Finite element solution of a linear mixed-type functional differential equation,,,Numerical Algorithms,55,2-3,301,,,1572-9265,10.1007/s11075-010-9412-y,,2010,,3,,,,,,,
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,Finite-dimensional controller design for semilinear parabolic systems,,,"Nonlinear Analysis: Theory, Methods & Applications",70,12,4451,,,0362546X,10.1016/j.na.2008.10.065,,2009,,2,,,,,,,
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,Grow-up rate and refined asymptotics for a Patlak-Keller-Segel model in a disk,,,SIAM Journal on Mathematical Analysis,40,5,1852,,,0036-1410,10.1137/080722229,,2008,,1,,,,,,,
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,Higher order numerical methods for solving fractional differential equations,,,BIT Numerical Mathematics,N/A,,N/A,,,0006-3835,10.1007/s10543-013-0443-3,,2013,,2,,,,,,,
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,Initial function estimation for scalar neutral delay differential equations,,,Russian Journal of Numerical Analysis and Mathematical Modelling,23,2,163,,,0927-6467,10.1515/RJNAMM.2008.010,,2008,,1,,,,,,,
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,Internal Optimal Controller Synthesis for Navier-Stokes Equations,,,Numerical Functional Analysis and Optimization,29,1-2,225,,,1532-2467,10.1080/01630560701872458,,2008,,2,,,,,,,
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,Mixed-type functional differential equations: A numerical approach,,,Journal of Computational and Applied Mathematics,229,2,471,,,03770427,10.1016/j.cam.2008.04.016,,2009,,1,,,,,,,
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,Noise-induced changes to the behaviour of semi-implicit Euler methods for stochastic delay differential equations undergoing bifurcation,,,Journal of Computational and Applied Mathematics,229,2,462,,,03770427,10.1016/j.cam.2008.04.017,,2009,,1,,,,,,,
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,Non-local reaction-diffusion system involved by reaction radius I,,,IMA Journal of Applied Mathematics,78,3,614,,,0272-4960,10.1093/imamat/hxr068,,2013,,1,,,,,,,
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,Non-local reaction–diffusion system involving reaction radius II: rate of convergence,,,IMA Journal of Applied Mathematics,N/A,,N/A,,,0272-4960,10.1093/imamat/hxs032,,2012,,1,,,,,,,
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,Numerical analysis for distributed-order differential equations,,,Journal of Computational and Applied Mathematics,225,1,96,,,03770427,10.1016/j.cam.2008.07.018,,2009,,1,,,,,,,
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,Numerical analysis of a two-parameter fractional telegraph equation,,,Journal of Computational and Applied Mathematics,249,,95,,,03770427,10.1016/j.cam.2013.02.009,,2013,,3,,,,,,,
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,On a non-local parabolic problem arising in electrostatic MEMS control,,,Discrete and Continuous Dynamical Systems - Series A,32,5,1723,,,1078-0947,10.3934/dcds.2012.32.1723,,2012,,1,,,,,,,
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,Periodic solutions of non-linear discrete Volterra equations with finite memory,,,Journal of Computational and Applied Mathematics,234,9,2683,,,03770427,10.1016/j.cam.2010.01.019,,2010,,1,,,,,,,
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,Properties of the proximate parameter tuning regularization algorithm,,,Bulletin of Mathematical Biology,72,3,697,,,0092-8240,10.1007/s11538-009-9466-y,,2010,,2,,,,,,,
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,Proximate parameter tuning for biochemical networks with uncertain kinetic parameters,,,Molecular Biosystems,4,1,74,,,1742-2051,10.1039/b707506e,,2008,,2,,Yes,,,,,5
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,Some aspects of causal & neutral equations used in modelling,,,Journal of Computational and Applied Mathematics,229,2,335,,,03770427,10.1016/j.cam.2008.04.001,,2009,,3,,,,,,,
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,The Center of the Maximal p-subgroup of U(FpkD2p),,,Glasgow Mathematical Journal,51,3,651,,,0017-0895,10.1017/S0017089509990061,,2009,,0,,,,,,,
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,The numerical solution of forward-backward differential equations: Decomposition and related issues,,,Journal of Computational and Applied Mathematics,234,9,2745,,,03770427,10.1016/j.cam.2010.01.039,,2010,,3,,,,,,,
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,The Structure of the Unit Group of the Group Algebra F3 k (C 3 × D 6),,,Communications in Algebra,38,9,3311,,,1532-4125,10.1080/00927872.2010.482552,,2010,,0,,,,,,,
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,THE STRUCTURE OF THE UNIT GROUP OF THE GROUP ALGEBRA OF PAULI'S GROUP OVER ANY FIELD OF CHARACTERISTIC 2,,,International Journal of Algebra and Computation,20,5,721,,,0218-1967,10.1142/S0218196710005856,,2010,,0,,,,,,,
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,Volterra Integral Equations and Fractional Calculus: Do Neighboring Solutions Intersect?,,,Journal of Integral Equations and Applications,24,1,25,,,0897-3962,10.1216/JIE-2012-24-1-25,,2012,,1,,,,,,,
10007848,University of Chester,B,10,Mathematical Sciences, ,,,D,Zassenhaus Conjecture for Integral Group Rings of Simple Linear Groups,,,Journal of Algebra and Its Applications,12,6,,1350016,,0219-4988,10.1142/S0219498813500163,,2013,,0,,,,,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,A general framework for analysing multiplayer games in networks using territorial interactions as a case study,,,Journal of Theoretical Biology,302,,70,,,1095-8541,10.1016/j.jtbi.2012.02.025,,2012,,,,,,Mathematical Biology,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,A geometric characterisation of the blocks of the Brauer algebra,,,Journal of the London Mathematical Society,80,2,471,,,1469-7750,10.1112/jlms/jdp039,,2009,,,,,,Representation Theory,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,A non-equilibrium neutral model for analysing cultural change,,,Journal of Theoretical Biology,330,,18,,,1095-8541,10.1016/j.jtbi.2013.03.006,,2013,,,,,,Mathematical Biology,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Alcove geometry and a translation principle for the Brauer algebra,,,Journal of Pure and Applied Algebra,215,4,335,,,0022-4049,10.1016/j.jpaa.2010.04.023,,2011,,,,,,Representation Theory,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,An analysis of the fixation probability of a mutant on special classes of non-directed graphs,,,"Proceedings of the Royal Society of London. Mathematical, Physical and Engineering Sciences",464,2098,2609,,,1471-2946,10.1098/rspa.2008.0058,,2008,,,,,,Mathematical Biology,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,An investigation of the relationship between innovation and cultural diversity,,,Theoretical Population Biology,76,1,59,,,1096-0325,10.1016/j.tpb.2009.04.004,,2009,,,,,,Mathematical Biology,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Bi-partite Entanglement Entropy in Massive QFT with a Boundary: the Ising Model,,,Journal of Statistical Physics,134,1,105,,,1572-9613,10.1007/s10955-008-9664-2,,2009,,,,,,Mathematical Physics,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Combinatorics and Formal Geometry of the Maurer–Cartan Equation,,,Letters in Mathematical Physics,103,1,79,,,1573-0530,10.1007/s11005-012-0586-1,,2013,,,,,,Representation Theory,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Complex correspondence principle,,,Physical Review Letters,104,6,,061601,,1079-7114,10.1103/PhysRevLett.104.061601,,2010,,,,,,Mathematical Physics,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Cultural route to the emergence of linguistic categories,,,Proceedings of the National Academy of Sciences of the United States of America,105,23,7936,,,1091-6490,10.1073/pnas.0802485105,,2008,,,,,,Mathematical Biology,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Decomposition numbers for the cyclotomic Brauer algebras in characteristic zero,,,Journal of Algebra,378,,80,,,1090-266X,10.1016/j.jalgebra.2012.12.020,,2013,,,,,,Representation Theory,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Diagrammatic Kazhdan Lusztig theory for the (walled) Brauer Algebra,,,Journal of Algebra,340,1,151,,,1090-266X,10.1016/j.jalgebra.2011.05.024,,2011,,,,,,Representation Theory,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Dimer models from mirror symmetry and quivering amoebae,,,Advances in Theoretical and Mathematical Physics,12,3,489,,,1095-0753,,,2008,http://projecteuclid.org/euclid.atmp/1210167652,,,,,Mathematical Physics,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Direct computation of scattering matrices for general quantum graphs,,,Nuclear Physics B,828,3,515,,,0550-3213,10.1016/j.nuclphysb.2009.10.012,,2010,,,,,,Mathematical Physics,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Double-Diffusive Instabilities of a Shear-Generated Magnetic Layer,,,The Astrophysical Journal Letters,702,1,,L14,,2041-8213,10.1088/0004-637X/702/1/L14,,2009,,,,,,Mathematical Physics,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Electron-electron interaction effects in quantum point contacts,,,New Journal of Physics,11,,,23031,,1367-2630,10.1088/1367-2630/11/2/023031,,2009,,,,,,Mathematical Physics,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,"Entanglement in permutation symmetric states, fractal dimensions, and geometric quantum mechanics",,,Journal of Statistical Mechanics: Theory and Experiment,2013,,,P02016,,1742-5468,10.1088/1742-5468/2013/02/P02016,,2013,,,,,,Mathematical Physics,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Evolutionary games on graphs and the speed of the evolutionary process,,,Proceedings of The Royal Society A Mathematical Physical and Engineering Sciences,466,2117,1327,,,1471-2946,10.1098/rspa.2009.0487,,2010,,,,,,Mathematical Biology,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Families of Particles with Different Masses in PT-Symmetric Quantum Field Theory,,,Physical Review Letters,105,3,,031601,,1079-7114,10.1103/PhysRevLett.105.031601,,2010,,,,,,Mathematical Physics,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Feynman diagrams and minimal models for operadic algebras,,,Journal of the London Mathematical Society,81,2,317,,,1469-7750,10.1112/jlms/jdp073,,2010,,,,,,Representation Theory,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Finite generation of Hochschild cohomology of Hecke algebras of finite classical type in characteristic zero,,,Bulletin of the London Mathematical Society,43,5,871,,,1469-2120,10.1112/blms/bdr024,,2011,,,,,,Representation Theory,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Fluctuation relations and rare realizations of transport observables,,,Physical Review Letters,105,17,,170601 ,,1079-7114,10.1103/PhysRevLett.105.170601,,2010,,,,,,Mathematical Physics,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Form Factors of Branch Point Twist Fields in Quantum Integrable Models and Entanglement Entropy,,,Journal of Statistical Physics,130,1,129,,,1572-9613,10.1007/s10955-007-9422-x,,2008,,,,,,Mathematical Physics,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Green-Schwarz action for Type IIA strings on AdS_4 x CP^3,,,Nuclear Physics B,808,1-2,80,,,0550-3213,10.1016/j.nuclphysb.2008.09.015,,2009,,,,,,Mathematical Physics,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Growth rate degeneracies in kinematic dynamos,,,Physical Review E,88,3,,031001,,1550-2376,10.1103/PhysRevE.88.031001,,2013,,,,,,Mathematical Physics,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Hochschild and block cohomology varieties are isomorphic,,,Journal of the London Mathematical Society,81,2,389,,,1469-7750,10.1112/jlms/jdp078,,2010,,,,,,Representation Theory,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,How can large-scale twisted magnetic structures naturally emerge from buoyancy instabilities?,,,Monthly Notices of the Royal Astronomical Society,426,4,3349,,,1365-2966,10.1111/j.1365-2966.2012.21920.x,,2012,,,,,,Mathematical Physics,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Integrability and the AdS(3)/CFT(2) correspondence,,,Journal of High Energy Physics,2010,3,,58,,1029-8479,10.1007/JHEP03(2010)058,,2010,,,,,,Mathematical Physics,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,"Integrability, spin-chains and the AdS3/CFT2 correspondence",,,Journal of High Energy Physics,2011,8,,29,,1029-8479,10.1007/JHEP08(2011)029,,2011,,,,,,Mathematical Physics,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Interactions between magnetohydrodynamic shear instabilities and convective flows in the solar interior,,,Monthly Notices of the Royal Astronomical Society,400,1,337,,,1365-2966,10.1111/j.1365-2966.2009.15455.x,,2009,,,,,,Mathematical Physics,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Kleptoparasitic melees - modelling food stealing featuring contests with multiple individuals,,,Bulletin of Mathematical Biology,73,3,683,,,1522-9602,10.1007/s11538-010-9546-z,,2011,,,,,,Mathematical Biology,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Kleshchev's decomposition numbers and branching coefficients in the Fock space,,,Transactions of the American Mathematical Society,360,,1179,,,1088-6850,10.1090/S0002-9947-07-04202-X,,2008,,,,,,Representation Theory,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,"Language shift, bilingualism and the future of
Britain's Celtic languages",,,Philosophical Transactions of the Royal Society B: Biological Sciences,365,1559,3855,,,1471-2970,10.1098/rstb.2010.0051,,2010,,,,,,Mathematical Biology,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,L-infinity maps and twistings,,,"Homology, Homotopy and Applications",13,2,175,,,1532 - 0081,,,2011,http://projecteuclid.org/euclid.hha/1335806749,,,,,Representation Theory,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Long-term nonlinear behaviour of the magnetorotational instability in a localized model of an accretion disc,,,"Monthly Notices of the Royal Astronomical
Society",385,2,1036,,,1365-2966,10.1111/j.1365-2966.2008.12906.x,,2008,,,,,,Mathematical Physics,,,
10001478,City University London,B,10,Mathematical Sciences, ,,,D,Low-energy theory and RKKY interaction for interacting quantum wires with Rashba spin-orbit coupling,,,Physical Review B,79,20,,205432,,1550-235X,10.1103/PhysRevB.79.205432,,2009,,,,,,Mathematical Physics,,,
