Outputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKPRN,Institution,MainPanel,uoaId,UnitOfAssessment,msubId,MultipleSubmission,JointSubmission,OutputTypeId,Title,Place,Publisher,VolumeTitle,Volume,Issue,FirstPage,ArticleNumber,ISBN,ISSN,DOI,PatentNumber,Year,URL,NumberOfAdditionalAuthors,IsForeignLanguageOutput,IsInterdisciplinary,ProposeDoubleWeighting,ResearchGroup,CitationsApplicable,CitedByCount,CrossReferToUoa
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Institution code (UKPRN),Institution name,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Output type,Title,Place,Publisher,Volume title,Volume,Issue,First page,Article number,ISBN,ISSN,DOI,Patent number,Year,URL,Number of additional authors,Non-english,Interdisciplinary,Proposed double-weighted,Research group,Citations applicable,Citation count,Cross- referral requested
10000291,Anglia Ruskin University,B,15,General Engineering, ,,,D,Foot Type Biomechanics Part 2: Are structure and anthropometrics related to function?,,,Gait & Posture,37,3,452,,,09666362,10.1016/j.gaitpost.2012.09.008,,2013,http://www.sciencedirect.com/science/article/pii/S0966636212003359,7,,,,,,,
10000291,Anglia Ruskin University,B,15,General Engineering, ,,,D,Hexagonal honeycomb cell optimisation by way of meta-model techniques,,,International Journal of Crashworthiness,18,3,264,,,1754-2111,10.1080/13588265.2013.776337,,2013,http://www.tandfonline.com/doi/abs/10.1080/13588265.2013.776337,5,,,,,,,
10000291,Anglia Ruskin University,B,15,General Engineering, ,,,D,Manufacturing performance optimization: the simulation-expert system mechanism approach,,,"Proceedings of the Institution of Mechanical Engineers, Part B: Journal of Engineering Manufacture",223,12,1625,,,2041-2975,10.1243/09544054JEM1485,,2009,http://pib.sagepub.com/content/223/12/1625,3,,,,,,,
10000291,Anglia Ruskin University,B,15,General Engineering, ,,,C,Optimised Textured Surfaces with Application in Piston-Ring/Cylinder Liner Contact,,Woodhead Publishing Limited,"Tribology and dynamics of engine and powertrain: Fundamentals, applications and future trends",,,,,1 84569 361 2,,,,2010,http://www.woodheadpublishing.com/en/book.aspx?bookID=1384,2,,,,,,,
10000291,Anglia Ruskin University,B,15,General Engineering, ,,,D,Performance of honed surface profiles to artificial hip joints: An experimental investigation,,,International Journal of Precision Engineering and Manufacturing,14,10,1847,,,2005-4602,10.1007/s12541-013-0247-z,,2013,http://link.springer.com/article/10.1007%2Fs12541-013-0247-z#,4,,,,,,,
10000291,Anglia Ruskin University,B,15,General Engineering, ,,,D,Secure E-Payment scheme Using an Elliptic Curve,,,International Review On Computers and Software,7,6,3170,,,1828-6003,,,2012,http://www.praiseworthyprize.com/IRECOS-latest/IRECOS_vol_7_n_6.html,1,,,,,,,
10000291,Anglia Ruskin University,B,15,General Engineering, ,,,D,Simulink Modeling and Design of an Efficient Hardware-Constrained FPGA-Based PMSM Speed Controller,,,IEEE Transactions on Industrial Informatics,8,3,554,,,1941-0050,10.1109/TII.2012.2193891,,2012,,2,,,,,,,
10000291,Anglia Ruskin University,B,15,General Engineering, ,,,D,SOM neural network design – A new Simulink library based approach targeting FPGA implementation,,,Mathematics and Computers in Simulation,91,,134,,,03784754,10.1016/j.matcom.2012.05.006,,2013,http://www.sciencedirect.com/science/article/pii/S0378475412001139,1,,,,,,,
10000291,Anglia Ruskin University,B,15,General Engineering, ,,,D,"Stresses in cement mantles of hip replacements: effect of femoral implant sizes, body mass index and bone quality",,,Computer Methods in Biomechanics and Biomedical Engineering,12,5,501,,,1476-8259,10.1080/10255840902718626,,2009,http://www.tandfonline.com/doi/abs/10.1080/10255840902718626,4,,,,,,,
10000291,Anglia Ruskin University,B,15,General Engineering, ,,,D,The Effects of Pressure Difference in Nozzle’s two Phase Flow on the Quality of Exhaust Mixture,,,International Journal of Engineering,26,5 (B ),553,,,10252495,10.5829/idosi.ije.2013.26.05b.12,,2013,http://www.ije.ir/Vol26/No5/B/12.pdf,2,,,,,,,
10000291,Anglia Ruskin University,B,15,General Engineering, ,,,D,The Influence of Honed Surfaces on Metal-on-Metal Hip Joints,,,Tribology Online,8,3,195,,,1881-2198,10.2474/trol.8.195,,2013,http://www.google.co.uk/url?sa=t&rct=j&q=&esrc=s&frm=1&source=web&cd=1&ved=0CC0QFjAA&url=http%3A%2F%2Fwww.researchgate.net%2Fpublication%2F248394249_The_influence_of_honed_surfaces_on_metal-on-metal_hip_joints%2Ffile%2F9c96051ff6bb6ef52f.pdf&ei=P6l6UsylMsj,3,,,,,,,
10000291,Anglia Ruskin University,B,15,General Engineering, ,,,D,The microcavity-based micro-heater: an optimum design for micro-heaters,,,Microsystem Technologies,14,6,705,,,1432-1858,10.1007/s00542-007-0418-x,,2008,http://link.springer.com/article/10.1007%2Fs00542-007-0418-x,3,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,A comparison of compacting and caking behaviour of carbonate-based washing powders,,,Drying technology,31,7,769,,,0737-3937,10.1080/07373937.2012.757553,,2013,http://www.tandfonline.com/10.1080/07373937.2012.757553,3,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,A method of fundamental solutions for the one-dimensional inverse Stefan problem,,,Applied mathematical modelling,35,9,4367,,,0307-904X,10.1016/j.apm.2011.03.005,,2011,,2,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,A method of fundamental solutions for transient heat conduction,,,Engineering analysis with boundary elements,32,9,697,,,0955-7997,10.1016/j.enganabound.2007.11.012,,2008,,1,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,A micro-compression study of shape-memory deformation in U-13 at.% Nb,,,Scripta materialia,60,10,890,,,1359-6462,10.1016/j.scriptamat.2009.02.003,,2009,http://dx.doi.org/10.1016/j.scriptamat.2009.02.003,5,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,A novel silicon membrane-based biosensing platform using distributive sensing strategy and artificial neural networks for feature analysis,,,Biomedical microdevices,14,1,83,,,1387-2176,10.1007/s10544-011-9587-6,,2012,http://www.springerlink.com/content/h742kx5j465241m4/,4,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,A solar-powered reverse osmosis system for high recovery of freshwater from saline groundwater,,,Desalination,271,1-3,72,,,0011-9164,10.1016/j.desal.2010.12.010,,2011,http://dx.doi.org/10.1016/j.desal.2010.12.010,0,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,"An efficient route to highly organized, tunable macroporous-mesoporous alumina",,,Journal of American Chemical Society,131,36,12896,,,0002-7863,10.1021/ja9056486,,2009,http://pubs.acs.org/doi/abs/10.1021/ja9056486,5,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,"An examination of the calcium and strontium site distribution in bioactive glasses through isomorphic neutron diffraction, X-ray diffraction, EXAFS and multinuclear solid state NMR.",,,Journal of Materials Chemistry,22,41,22212,,,0959-9428,10.1039/c2jm33058j,,2012,http://pubs.rsc.org/en/Content/ArticleLanding/2012/JM/c2jm33058j,11,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Analysis of transport costs for energy crops for use in biomass pyrolysis plant networks,,,Biomass and bioenergy,33,10,1367,,,0961-9534,10.1016/j.biombioe.2009.05.018,,2009,http://dx.doi.org/10.1016/j.biombioe.2009.05.018,1,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Assessment of physical and hydrological properties of biological soil crusts using x-ray microtomography and modelling,,,Journal of hydrology,397,1-2,47,,,0022-1694,10.1016/j.jhydrol.2010.11.021,,2011,,6,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Bulk and surface switching in Mn-Fe-based Prussian blue analogues,,,Journal of physical chemistry: part C,112,36,14158,,,1932-7447,10.1021/jp711985f,,2008,http://pubs.acs.org/doi/abs/10.1021/jp711985f,9,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Caking behaviour of spray-dried milk powders : using scanning probe microscopy to study nanoscale surface properties and material composition,,,Chemical engineering and technology,34,7,1104,,,0930-7516,10.1002/ceat.201000537,,2011,http://onlinelibrary.wiley.com/doi/10.1002/ceat.201000537/abstract,5,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,CFD modelling of the fast pyrolysis of an in-flight cellulosic particle subjected to convective heat transfer,,,Biomass and bioenergy,33,1,97,,,0961-9534,10.1016/j.biombioe.2008.04.021,,2009,http://dx.doi.org/10.1016/j.biombioe.2008.04.021,3,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Characterisation of waste derived intermediate pyrolysis oils for use as diesel engine fuels,,,Fuel,103,Special issue,247,,,0016-2361,10.1016/j.fuel.2012.07.014,,2013,http://www.scopus.com/inward/record.url?partnerID=yv4JPVwI&eid=2-s2.0-84864549079&md5=63783d8ccf2d50a8dccaac2754794764,6,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,"Characteristics of the upper phase of bio-oil obtained from co-pyrolysis of sewage sludge with wood, rapeseed and straw",,,Journal of analytical and applied pyrolysis,94,N/A,120,,,0165-2370,10.1016/j.jaap.2011.11.017,,2012,http://www.scopus.com/inward/record.url?partnerID=yv4JPVwI&eid=2-s2.0-84858441509&md5=f2794ec76c97c2ca66bce2a45d3d83bd,3,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Characterization of the hairpin vortex solution in plane Couette flow,,,Physical review E,82,6,066308,066308,,1539-3755,10.1103/PhysRevE.82.066308,,2010,http://link.aps.org/doi/10.1103/PhysRevE.82.066308,1,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Complementary methods to investigate the development of clogging within a horizontal sub-surface flow tertiary treatment wetland,,,Water research,44,1,320,,,0043-1354,10.1016/j.watres.2009.09.028,,2010,http://dx.doi.org/10.1016/j.watres.2009.09.028,2,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Computational mechanics of molecular systems : quantifying high-dimensional dynamics by distribution of Poincare? recurrence times,,,Chaos: an interdisciplinary journal of nonlinear science,21,3,N/A,037113,,1054-1500,10.1063/1.3608125,,2011,http://chaos.aip.org/resource/1/chaoeh/v21/i3/p037113_s1,1,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Cracking in hydrogen ion-implanted Si/Si0.8Ge0.2/Si heterostructures,,,Applied physics letters,92,6,061904,061904,,0003-6951,10.1063/1.2838338,,2008,http://dx.doi.org/10.1063/1.2838338,5,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Direct measurement of coherency limits for strain relaxation in heteroepitaxial core/shell nanowires,,,Nano letters,13,5,1869,,,1530-6984,10.1021/nl3022434,,2013,http://pubs.acs.org/doi/abs/10.1021/nl3022434,11,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Do ‘passive’ medical titanium surfaces deteriorate in service in the absence of wear?,,,Interface,9,76,3161,,,1742-5662,10.1098/rsif.2012.0438,,2012,http://rsif.royalsocietypublishing.org/content/early/2012/07/23/rsif.2012.0438.abstract,7,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Effect of calcium source on structure and properties of sol-gel derived bioactive glasses,,,Langmuir,28,50,17465,,,0743-7463,10.1021/la303768b,,2012,http://pubs.acs.org/doi/abs/10.1021/la303768b,6,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Effect of contact surfaces on the thermal and photoxidation of dehydrated castor oil,,,Polymer degradation and stability,96,4,438,,,0141-3910,10.1016/j.polymdegradstab.2011.01.020,,2011,http://dx.doi.org/10.1016/j.polymdegradstab.2011.01.020,4,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Effect of extrusion and photo-oxidation on polyethylene/clay nanocomposites,,,Polymer degradation and stability,94,9,1571,,,0141-3910,10.1016/j.polymdegradstab.2009.04.012,,2009,,2,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Effect of processing variables and bulk composition on the surface composition of spray dried powders of a model food system,,,Journal of food engineering,118,1,19,,,0260-8774,10.1016/j.jfoodeng.2013.03.027,,2013,,5,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Effect of the temperature on the composition of lignin pyrolysis products,,,Energy and fuels,24,8,4470,,,0887-0624,10.1021/ef100363c,,2010,http://pubs.acs.org/doi/abs/10.1021/ef100363c,2,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Estimation of the production cost of fast pyrolysis bio-oil,,,Biomass and bioenergy,36,n/a,208,,,0961-9534,10.1016/j.biombioe.2011.10.028,,2012,http://www.scopus.com/inward/record.url?partnerID=yv4JPVwI&eid=2-s2.0-84355166548&md5=c8bf4cb2ee726d16272aa385b071926e,1,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Evidence for the surface-catalyzed suzuki-miyaura reaction over palladium nanoparticles : an operando XAS study,,,Angewandte Chemie,49,10,1820,,,1433-7851,10.1002/anie.200906675,,2010,http://onlinelibrary.wiley.com/doi/10.1002/anie.200906675/abstract,4,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Exceptional function of nanoporous metal organic framework particles in emulsion stabilisation,,,Chemical communications,49,74,8208,,,1359-7345,10.1039/c3cc43689f,,2013,http://pubs.rsc.org/en/Content/ArticleLanding/2013/CC/c3cc43689f#divAbstract,2,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,"Experimental investigation of performance, emission and combustion characteristics of an indirect injection multi-cylinder CI engine fuelled by blends of de-inking sludge pyrolysis oil with biodiesel",,,Fuel,105,N/A,135,,,0016-2361,10.1016/j.fuel.2012.05.007,,2013,http://www.scopus.com/inward/record.url?partnerID=yv4JPVwI&eid=2-s2.0-84861535977&md5=72ef0150cb9c1c9b9b9266c23079bee3,7,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Facile synthesis of poly(3-hexylthiophene)-block-poly(ethylene oxide) copolymers via Steglich esterification,,,Polymer chemistry,4,13,3652,,,1759-9954,10.1039/c3py00505d,,2013,http://pubs.rsc.org/en/content/articlelanding/2013/py/c3py00505d,7,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Facile synthesis of well-defined hydrophilic methacrylic macromonomers using ATRP and click chemistry,,,Macromolecules,41,24,9542,,,0024-9297,10.1021/ma8019656,,2008,http://pubs.acs.org/doi/full/10.1021/ma8019656,5,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Fibre optics sensors in tear electrolyte analysis : towards a novel point of care potassium sensor,,,Contact lens and anterior eye,37,3,135,,,1367-0484,10.1016/j.clae.2012.02.004,,2012,,2,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Fixed bed downdraft gasification of paper industry wastes,,,Applied energy,103,n/a,692,,,0306-2619,10.1016/j.apenergy.2012.10.038,,2013,http://www.scopus.com/inward/record.url?partnerID=yv4JPVwI&eid=2-s2.0-84871717721&md5=981e52a4c51a179b806f0271c1de53cf,3,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Flow across microvessel walls through the endothelial surface glycocalyx and the interendothelial cleft,,,Journal of fluid mechanics,601,N/A,229,,,0022-1120,10.1017/S0022112008000530,,2008,http://journals.cambridge.org/action/displayAbstract?fromPage=online&aid=1846488,2,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Hairpin vortex solution in planar Couette flow: a tapestry of knotted vortices,,,Physical review letters,102,11,114501,114501,,0031-9007,10.1103/PhysRevLett.102.114501,,2009,http://link.aps.org/doi/10.1103/PhysRevLett.102.114501,1,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Identifying and correcting non-Markov states in peptide conformational dynamics,,,Journal of chemical physics,132,8,084104,084104,,0021-9606,10.1063/1.3328781,,2010,http://link.aip.org/link/?JCP/132/084104/1,2,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Impact of Miscanthus x giganteus senescence times on fast pyrolysis bio-oil quality,,,Bioresource technology,129,n/a,335,,,0960-8524,10.1016/j.biortech.2012.11.069,,2013,http://www.scopus.com/inward/record.url?partnerID=yv4JPVwI&eid=2-s2.0-84871448815&md5=ec8df05073f622b4f58a6cd8d0706156,5,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,In situ imaging and height reconstruction of phase separation processes in polymer blends during spin coating,,,ACS nano,5,6,5124,,,1936-0851,10.1021/nn201210e,,2011,http://pubs.acs.org/doi/abs/10.1021/nn201210e,7,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,In situ studies of phase separation and crystallization directed by Marangoni instabilities during spin-coating,,,Advanced materials,N/A,N/A,N/A,,,0935-9648,10.1002/adma.201302657,,2013,http://onlinelibrary.wiley.com/doi/10.1002/adma.201302657/abstract,4,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Income and poverty in a developing economy,,,Europhysics letters,91,5,N/A,58003,,0295-5075,10.1209/0295-5075/91/58003,,2010,http://iopscience.iop.org/0295-5075/91/5/58003/,2,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Intermediate pyrolysis and product identification by TGA and Py-GC/MS of green microalgae and their extracted protein and lipid components,,,Biomass and bioenergy,49,n/a,38,,,0961-9534,10.1016/j.biombioe.2012.12.006,,2013,http://www.scopus.com/inward/record.url?partnerID=yv4JPVwI&eid=2-s2.0-84872385902&md5=9bb6a82147ccf7290df9845032e6098d,3,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Interplay between the charge transport phenomena and the charge-transfer phase transition in RbxMn[Fe(CN)6]y.zH2O,,,Journal of physical chemistry: part C,113,6,2586,,,1932-7447,10.1021/jp8090478,,2009,http://pubs.acs.org/doi/abs/10.1021/jp8090478,6,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Isomer resolution by micelle-assisted diffusion-ordered spectroscopy,,,Analytical chemistry,81,11,4548,,,0003-2700,10.1021/ac9005777,,2009,http://pubs.acs.org/doi/abs/10.1021/ac9005777,3,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Large extraordinary Hall effect in [Pt/Co]5/Ru/[Co/Pt]5 multilayer,,,Physical review B,81,17,N/A,172404,,1098-0121,10.1103/PhysRevB.81.172404,,2010,http://link.aps.org/doi/10.1103/PhysRevB.81.172404,4,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Ligand diffusion on protein surface observed in molecular dynamics simulation,,,Journal of physical chemistry letters,3,23,3476,,,1948-7185,10.1021/jz301635h,,2012,http://pubs.acs.org/doi/abs/10.1021/jz301635h,3,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Light- and temperature-induced electron transfer in single crystals of RbMn[Fe(CN)6]H2O,,,Chemistry of materials,20,4,1236,,,0897-4756,10.1021/cm7032965,,2008,http://pubs.acs.org/doi/abs/10.1021/cm7032965,6,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Mass transfer coefficient for drying of moist particulate in a bubbling fluidized bed,,,Chemical engineering and technology,32,1,64,,,0930-7516,10.1002/ceat.200800483,,2009,http://onlinelibrary.wiley.com/doi/10.1002/ceat.200800483/abstract,1,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Memory effects in a non-equilibrium growth model,,,Physical review E,80,1,011144,011144,,1539-3755,10.1103/PhysRevE.80.011144,,2009,http://link.aps.org/doi/10.1103/PhysRevE.80.011144,0,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Modelling and experimental verification of a solar-powered liquid desiccant cooling system for greenhouse food production in hot climates,,,Energy,40,1,116,,,0360-5442,10.1016/j.energy.2012.02.021,,2012,http://www.scopus.com/inward/record.url?partnerID=yv4JPVwI&eid=2-s2.0-84859105551&md5=e589e73c05d27565c1b3db2e15441b5a,1,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Nonlinear dynamics of cilia and flagella,,,Physical review E,79,5,051918,051918,,1539-3755,10.1103/PhysRevE.79.051918,,2009,http://link.aps.org/doi/10.1103/PhysRevE.79.051918,2,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,On the numerical solution of a Cauchy problem for the Laplace equation via a direct integral equation approach,,,Inverse problems and imaging,6,1,25,,,1930-8337,10.3934/ipi.2012.6.25,,2012,http://www.aimsciences.org/journals/displayArticlesnew.jsp?paperID=7007,1,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Preparation of particle-stabilized emulsions using membrane emulsification,,,Soft matter,6,7,1580,,,1744-683X,10.1039/B921372D,,2010,http://pubs.rsc.org/en/content/articlelanding/2010/sm/b921372d,4,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Preservation of York Minster historic limestone by hydrophobic surface coatings,,,Scientific reports,2,N/A,N/A,880,,2045-2322,10.1038/srep00880,,2012,http://www.nature.com/srep/2012/121129/srep00880/pdf/srep00880.pdf,8,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Properties of seawater bitterns with regard to liquid-desiccant cooling,,,Desalination,250,1,172,,,0011-9164,10.1016/j.desal.2008.11.019,,2010,http://dx.doi.org/10.1016/j.desal.2008.11.019,2,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Quantitative interpretation of diffusion-ordered NMR spectra : can we rationalize small molecule diffusion coefficients?,,,Angewandte Chemie,52,11,3199,,,1433-7851,10.1002/anie.201207403,,2013,http://onlinelibrary.wiley.com/doi/10.1002/anie.201207403/abstract,6,,,,,,,
10007759,Aston University,B,15,General Engineering, ,,,D,Range of validity of weakly non-linear theory in Rayleigh-Bénard problem,,,Journal of Physical Society of Japan,78,8,084401,084401,,0031-9015,10.1143/JPSJ.78.084401,,2009,http://jpsj.ipap.jp/link?JPSJ/78/084401/,4,,,,,,,
